image,report,label
fake_autoencoder1\2388_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2388_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2389_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2389_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2389_IM-0944-3001.dcm.png,fake_reports_autoencoder1\2389_IM-0944-3001.dcm.txt,1
fake_autoencoder1\238_IM-0939-1001.dcm.png,fake_reports_autoencoder1\238_IM-0939-1001.dcm.txt,1
fake_autoencoder1\238_IM-0939-2001.dcm.png,fake_reports_autoencoder1\238_IM-0939-2001.dcm.txt,1
fake_autoencoder1\2390_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2390_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2390_IM-0944-1002.dcm.png,fake_reports_autoencoder1\2390_IM-0944-1002.dcm.txt,1
fake_autoencoder1\2391_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2391_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2391_IM-0944-2001.dcm.png,fake_reports_autoencoder1\2391_IM-0944-2001.dcm.txt,1
fake_autoencoder1\2392_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2392_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2393_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2393_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2393_IM-0944-2001.dcm.png,fake_reports_autoencoder1\2393_IM-0944-2001.dcm.txt,1
fake_autoencoder1\2394_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2394_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2394_IM-0944-2001.dcm.png,fake_reports_autoencoder1\2394_IM-0944-2001.dcm.txt,1
fake_autoencoder1\2395_IM-0944-1001.dcm.png,fake_reports_autoencoder1\2395_IM-0944-1001.dcm.txt,1
fake_autoencoder1\2395_IM-0944-2001.dcm.png,fake_reports_autoencoder1\2395_IM-0944-2001.dcm.txt,1
fake_autoencoder1\2396_IM-0945-1001.dcm.png,fake_reports_autoencoder1\2396_IM-0945-1001.dcm.txt,1
fake_autoencoder1\2396_IM-0945-2001.dcm.png,fake_reports_autoencoder1\2396_IM-0945-2001.dcm.txt,1
fake_autoencoder1\2397_IM-0946-1001.dcm.png,fake_reports_autoencoder1\2397_IM-0946-1001.dcm.txt,1
fake_autoencoder1\2397_IM-0946-2001.dcm.png,fake_reports_autoencoder1\2397_IM-0946-2001.dcm.txt,1
fake_autoencoder1\2397_IM-0946-3001.dcm.png,fake_reports_autoencoder1\2397_IM-0946-3001.dcm.txt,1
fake_autoencoder1\2398_IM-0947-12012.dcm.png,fake_reports_autoencoder1\2398_IM-0947-12012.dcm.txt,1
fake_autoencoder1\2398_IM-0947-2001.dcm.png,fake_reports_autoencoder1\2398_IM-0947-2001.dcm.txt,1
fake_autoencoder1\2398_IM-0947-4004.dcm.png,fake_reports_autoencoder1\2398_IM-0947-4004.dcm.txt,1
fake_autoencoder1\239_IM-0944-1001.dcm.png,fake_reports_autoencoder1\239_IM-0944-1001.dcm.txt,1
fake_autoencoder1\239_IM-0944-1002.dcm.png,fake_reports_autoencoder1\239_IM-0944-1002.dcm.txt,1
fake_autoencoder1\23_IM-0879-1001.dcm.png,fake_reports_autoencoder1\23_IM-0879-1001.dcm.txt,1
fake_autoencoder1\23_IM-0879-2001.dcm.png,fake_reports_autoencoder1\23_IM-0879-2001.dcm.txt,1
fake_autoencoder1\2400_IM-0950-1001.dcm.png,fake_reports_autoencoder1\2400_IM-0950-1001.dcm.txt,1
fake_autoencoder1\2400_IM-0950-1002.dcm.png,fake_reports_autoencoder1\2400_IM-0950-1002.dcm.txt,1
fake_autoencoder1\2401_IM-0950-1001.dcm.png,fake_reports_autoencoder1\2401_IM-0950-1001.dcm.txt,1
fake_autoencoder1\2401_IM-0950-2001.dcm.png,fake_reports_autoencoder1\2401_IM-0950-2001.dcm.txt,1
fake_autoencoder1\2402_IM-0951-1001.dcm.png,fake_reports_autoencoder1\2402_IM-0951-1001.dcm.txt,1
fake_autoencoder1\2402_IM-0951-2001.dcm.png,fake_reports_autoencoder1\2402_IM-0951-2001.dcm.txt,1
fake_autoencoder1\2403_IM-0951-1001.dcm.png,fake_reports_autoencoder1\2403_IM-0951-1001.dcm.txt,1
fake_autoencoder1\2403_IM-0951-2001.dcm.png,fake_reports_autoencoder1\2403_IM-0951-2001.dcm.txt,1
fake_autoencoder1\2404_IM-0952-1001.dcm.png,fake_reports_autoencoder1\2404_IM-0952-1001.dcm.txt,1
fake_autoencoder1\2404_IM-0952-2001.dcm.png,fake_reports_autoencoder1\2404_IM-0952-2001.dcm.txt,1
fake_autoencoder1\2405_IM-0953-1001.dcm.png,fake_reports_autoencoder1\2405_IM-0953-1001.dcm.txt,1
fake_autoencoder1\2405_IM-0953-2001.dcm.png,fake_reports_autoencoder1\2405_IM-0953-2001.dcm.txt,1
fake_autoencoder1\2406_IM-0954-1001.dcm.png,fake_reports_autoencoder1\2406_IM-0954-1001.dcm.txt,1
fake_autoencoder1\2406_IM-0954-1002.dcm.png,fake_reports_autoencoder1\2406_IM-0954-1002.dcm.txt,1
fake_autoencoder1\2407_IM-0954-1001.dcm.png,fake_reports_autoencoder1\2407_IM-0954-1001.dcm.txt,1
fake_autoencoder1\2407_IM-0954-2001.dcm.png,fake_reports_autoencoder1\2407_IM-0954-2001.dcm.txt,1
fake_autoencoder1\2408_IM-0955-2001.dcm.png,fake_reports_autoencoder1\2408_IM-0955-2001.dcm.txt,1
fake_autoencoder1\2408_IM-0955-4004.dcm.png,fake_reports_autoencoder1\2408_IM-0955-4004.dcm.txt,1
fake_autoencoder1\2409_IM-0955-1001.dcm.png,fake_reports_autoencoder1\2409_IM-0955-1001.dcm.txt,1
fake_autoencoder1\240_IM-0950-1001.dcm.png,fake_reports_autoencoder1\240_IM-0950-1001.dcm.txt,1
fake_autoencoder1\2410_IM-0956-1001.dcm.png,fake_reports_autoencoder1\2410_IM-0956-1001.dcm.txt,1
fake_autoencoder1\2410_IM-0956-1002.dcm.png,fake_reports_autoencoder1\2410_IM-0956-1002.dcm.txt,1
fake_autoencoder1\2411_IM-0957-0001-0001.dcm.png,fake_reports_autoencoder1\2411_IM-0957-0001-0001.dcm.txt,1
fake_autoencoder1\2411_IM-0957-0001-0002.dcm.png,fake_reports_autoencoder1\2411_IM-0957-0001-0002.dcm.txt,1
fake_autoencoder1\2412_IM-0958-1001.dcm.png,fake_reports_autoencoder1\2412_IM-0958-1001.dcm.txt,1
fake_autoencoder1\2412_IM-0958-3003.dcm.png,fake_reports_autoencoder1\2412_IM-0958-3003.dcm.txt,1
fake_autoencoder1\2413_IM-0959-1001.dcm.png,fake_reports_autoencoder1\2413_IM-0959-1001.dcm.txt,1
fake_autoencoder1\2413_IM-0959-2001.dcm.png,fake_reports_autoencoder1\2413_IM-0959-2001.dcm.txt,1
fake_autoencoder1\2414_IM-0960-3001.dcm.png,fake_reports_autoencoder1\2414_IM-0960-3001.dcm.txt,1
fake_autoencoder1\2415_IM-0961-1001.dcm.png,fake_reports_autoencoder1\2415_IM-0961-1001.dcm.txt,1
fake_autoencoder1\2415_IM-0961-2001.dcm.png,fake_reports_autoencoder1\2415_IM-0961-2001.dcm.txt,1
fake_autoencoder1\2416_IM-0961-1001.dcm.png,fake_reports_autoencoder1\2416_IM-0961-1001.dcm.txt,1
fake_autoencoder1\2416_IM-0961-1002.dcm.png,fake_reports_autoencoder1\2416_IM-0961-1002.dcm.txt,1
fake_autoencoder1\2417_IM-0961-1001.dcm.png,fake_reports_autoencoder1\2417_IM-0961-1001.dcm.txt,1
fake_autoencoder1\2417_IM-0961-2001.dcm.png,fake_reports_autoencoder1\2417_IM-0961-2001.dcm.txt,1
fake_autoencoder1\2418_IM-0962-5001.dcm.png,fake_reports_autoencoder1\2418_IM-0962-5001.dcm.txt,1
fake_autoencoder1\2419_IM-0963-1001.dcm.png,fake_reports_autoencoder1\2419_IM-0963-1001.dcm.txt,1
fake_autoencoder1\2419_IM-0963-2001.dcm.png,fake_reports_autoencoder1\2419_IM-0963-2001.dcm.txt,1
fake_autoencoder1\241_IM-0955-1001.dcm.png,fake_reports_autoencoder1\241_IM-0955-1001.dcm.txt,1
fake_autoencoder1\2420_IM-0964-0001-0001.dcm.png,fake_reports_autoencoder1\2420_IM-0964-0001-0001.dcm.txt,1
fake_autoencoder1\2420_IM-0964-0001-0002.dcm.png,fake_reports_autoencoder1\2420_IM-0964-0001-0002.dcm.txt,1
fake_autoencoder1\2421_IM-0965-2001.dcm.png,fake_reports_autoencoder1\2421_IM-0965-2001.dcm.txt,1
fake_autoencoder1\2422_IM-0965-1001.dcm.png,fake_reports_autoencoder1\2422_IM-0965-1001.dcm.txt,1
fake_autoencoder1\2422_IM-0965-2001.dcm.png,fake_reports_autoencoder1\2422_IM-0965-2001.dcm.txt,1
fake_autoencoder1\2423_IM-0965-1001.dcm.png,fake_reports_autoencoder1\2423_IM-0965-1001.dcm.txt,1
fake_autoencoder1\2423_IM-0965-2001.dcm.png,fake_reports_autoencoder1\2423_IM-0965-2001.dcm.txt,1
fake_autoencoder1\2424_IM-0966-1001.dcm.png,fake_reports_autoencoder1\2424_IM-0966-1001.dcm.txt,1
fake_autoencoder1\2424_IM-0966-2001.dcm.png,fake_reports_autoencoder1\2424_IM-0966-2001.dcm.txt,1
fake_autoencoder1\2425_IM-0967-1001.dcm.png,fake_reports_autoencoder1\2425_IM-0967-1001.dcm.txt,1
fake_autoencoder1\2425_IM-0967-2001.dcm.png,fake_reports_autoencoder1\2425_IM-0967-2001.dcm.txt,1
fake_autoencoder1\2425_IM-0967-3001.dcm.png,fake_reports_autoencoder1\2425_IM-0967-3001.dcm.txt,1
fake_autoencoder1\2426_IM-0968-2001.dcm.png,fake_reports_autoencoder1\2426_IM-0968-2001.dcm.txt,1
fake_autoencoder1\2427_IM-0969-4001.dcm.png,fake_reports_autoencoder1\2427_IM-0969-4001.dcm.txt,1
fake_autoencoder1\2427_IM-0969-5001.dcm.png,fake_reports_autoencoder1\2427_IM-0969-5001.dcm.txt,1
fake_autoencoder1\2428_IM-0970-1001.dcm.png,fake_reports_autoencoder1\2428_IM-0970-1001.dcm.txt,1
fake_autoencoder1\2428_IM-0970-3001.dcm.png,fake_reports_autoencoder1\2428_IM-0970-3001.dcm.txt,1
fake_autoencoder1\242_IM-0963-1001.dcm.png,fake_reports_autoencoder1\242_IM-0963-1001.dcm.txt,1
fake_autoencoder1\242_IM-0963-2001.dcm.png,fake_reports_autoencoder1\242_IM-0963-2001.dcm.txt,1
fake_autoencoder1\2430_IM-0972-3001.dcm.png,fake_reports_autoencoder1\2430_IM-0972-3001.dcm.txt,1
fake_autoencoder1\2431_IM-0973-1001.dcm.png,fake_reports_autoencoder1\2431_IM-0973-1001.dcm.txt,1
fake_autoencoder1\2431_IM-0973-2001.dcm.png,fake_reports_autoencoder1\2431_IM-0973-2001.dcm.txt,1
fake_autoencoder1\2432_IM-0974-1001.dcm.png,fake_reports_autoencoder1\2432_IM-0974-1001.dcm.txt,1
fake_autoencoder1\2432_IM-0974-4001.dcm.png,fake_reports_autoencoder1\2432_IM-0974-4001.dcm.txt,1
fake_autoencoder1\2433_IM-0975-1001.dcm.png,fake_reports_autoencoder1\2433_IM-0975-1001.dcm.txt,1
fake_autoencoder1\2433_IM-0975-2001.dcm.png,fake_reports_autoencoder1\2433_IM-0975-2001.dcm.txt,1
fake_autoencoder1\2433_IM-0975-3001.dcm.png,fake_reports_autoencoder1\2433_IM-0975-3001.dcm.txt,1
fake_autoencoder1\2434_IM-0976-1001.dcm.png,fake_reports_autoencoder1\2434_IM-0976-1001.dcm.txt,1
fake_autoencoder1\2434_IM-0976-1002.dcm.png,fake_reports_autoencoder1\2434_IM-0976-1002.dcm.txt,1
fake_autoencoder1\2435_IM-0976-1001.dcm.png,fake_reports_autoencoder1\2435_IM-0976-1001.dcm.txt,1
fake_autoencoder1\2435_IM-0976-2001.dcm.png,fake_reports_autoencoder1\2435_IM-0976-2001.dcm.txt,1
fake_autoencoder1\2436_IM-0976-1001.dcm.png,fake_reports_autoencoder1\2436_IM-0976-1001.dcm.txt,1
fake_autoencoder1\2436_IM-0976-2001.dcm.png,fake_reports_autoencoder1\2436_IM-0976-2001.dcm.txt,1
fake_autoencoder1\2437_IM-0977-2002.dcm.png,fake_reports_autoencoder1\2437_IM-0977-2002.dcm.txt,1
fake_autoencoder1\2437_IM-0977-3003.dcm.png,fake_reports_autoencoder1\2437_IM-0977-3003.dcm.txt,1
fake_autoencoder1\2438_IM-0978-1001.dcm.png,fake_reports_autoencoder1\2438_IM-0978-1001.dcm.txt,1
fake_autoencoder1\2438_IM-0978-4004.dcm.png,fake_reports_autoencoder1\2438_IM-0978-4004.dcm.txt,1
fake_autoencoder1\2439_IM-0978-1001.dcm.png,fake_reports_autoencoder1\2439_IM-0978-1001.dcm.txt,1
fake_autoencoder1\2439_IM-0978-2001.dcm.png,fake_reports_autoencoder1\2439_IM-0978-2001.dcm.txt,1
fake_autoencoder1\243_IM-0971-2001.dcm.png,fake_reports_autoencoder1\243_IM-0971-2001.dcm.txt,1
fake_autoencoder1\2440_IM-0978-1001.dcm.png,fake_reports_autoencoder1\2440_IM-0978-1001.dcm.txt,1
fake_autoencoder1\2440_IM-0978-2001.dcm.png,fake_reports_autoencoder1\2440_IM-0978-2001.dcm.txt,1
fake_autoencoder1\2441_IM-0978-1001.dcm.png,fake_reports_autoencoder1\2441_IM-0978-1001.dcm.txt,1
fake_autoencoder1\2441_IM-0978-2001.dcm.png,fake_reports_autoencoder1\2441_IM-0978-2001.dcm.txt,1
fake_autoencoder1\2442_IM-0979-1001.dcm.png,fake_reports_autoencoder1\2442_IM-0979-1001.dcm.txt,1
fake_autoencoder1\2442_IM-0979-2001.dcm.png,fake_reports_autoencoder1\2442_IM-0979-2001.dcm.txt,1
fake_autoencoder1\2443_IM-0980-1001.dcm.png,fake_reports_autoencoder1\2443_IM-0980-1001.dcm.txt,1
fake_autoencoder1\2443_IM-0980-2001.dcm.png,fake_reports_autoencoder1\2443_IM-0980-2001.dcm.txt,1
fake_autoencoder1\2444_IM-0980-1001.dcm.png,fake_reports_autoencoder1\2444_IM-0980-1001.dcm.txt,1
fake_autoencoder1\2444_IM-0980-2001.dcm.png,fake_reports_autoencoder1\2444_IM-0980-2001.dcm.txt,1
fake_autoencoder1\2445_IM-0981-2002.dcm.png,fake_reports_autoencoder1\2445_IM-0981-2002.dcm.txt,1
fake_autoencoder1\2445_IM-0981-3003.dcm.png,fake_reports_autoencoder1\2445_IM-0981-3003.dcm.txt,1
fake_autoencoder1\2446_IM-0982-1001.dcm.png,fake_reports_autoencoder1\2446_IM-0982-1001.dcm.txt,1
fake_autoencoder1\2446_IM-0982-2001.dcm.png,fake_reports_autoencoder1\2446_IM-0982-2001.dcm.txt,1
fake_autoencoder1\2447_IM-0983-1001.dcm.png,fake_reports_autoencoder1\2447_IM-0983-1001.dcm.txt,1
fake_autoencoder1\2447_IM-0983-2001.dcm.png,fake_reports_autoencoder1\2447_IM-0983-2001.dcm.txt,1
fake_autoencoder1\2448_IM-0983-1001.dcm.png,fake_reports_autoencoder1\2448_IM-0983-1001.dcm.txt,1
fake_autoencoder1\2448_IM-0983-2001.dcm.png,fake_reports_autoencoder1\2448_IM-0983-2001.dcm.txt,1
fake_autoencoder1\2449_IM-0984-1001.dcm.png,fake_reports_autoencoder1\2449_IM-0984-1001.dcm.txt,1
fake_autoencoder1\2449_IM-0984-2001.dcm.png,fake_reports_autoencoder1\2449_IM-0984-2001.dcm.txt,1
fake_autoencoder1\244_IM-0978-1001.dcm.png,fake_reports_autoencoder1\244_IM-0978-1001.dcm.txt,1
fake_autoencoder1\2450_IM-0986-1001.dcm.png,fake_reports_autoencoder1\2450_IM-0986-1001.dcm.txt,1
fake_autoencoder1\2450_IM-0986-2001.dcm.png,fake_reports_autoencoder1\2450_IM-0986-2001.dcm.txt,1
fake_autoencoder1\2451_IM-0987-1001.dcm.png,fake_reports_autoencoder1\2451_IM-0987-1001.dcm.txt,1
fake_autoencoder1\2451_IM-0987-1002.dcm.png,fake_reports_autoencoder1\2451_IM-0987-1002.dcm.txt,1
fake_autoencoder1\2453_IM-0988-1001.dcm.png,fake_reports_autoencoder1\2453_IM-0988-1001.dcm.txt,1
fake_autoencoder1\2453_IM-0988-2001.dcm.png,fake_reports_autoencoder1\2453_IM-0988-2001.dcm.txt,1
fake_autoencoder1\2454_IM-0989-1001.dcm.png,fake_reports_autoencoder1\2454_IM-0989-1001.dcm.txt,1
fake_autoencoder1\2454_IM-0989-1002.dcm.png,fake_reports_autoencoder1\2454_IM-0989-1002.dcm.txt,1
fake_autoencoder1\2455_IM-0989-1001.dcm.png,fake_reports_autoencoder1\2455_IM-0989-1001.dcm.txt,1
fake_autoencoder1\2455_IM-0989-2001.dcm.png,fake_reports_autoencoder1\2455_IM-0989-2001.dcm.txt,1
fake_autoencoder1\2456_IM-0989-1001.dcm.png,fake_reports_autoencoder1\2456_IM-0989-1001.dcm.txt,1
fake_autoencoder1\2456_IM-0989-2001.dcm.png,fake_reports_autoencoder1\2456_IM-0989-2001.dcm.txt,1
fake_autoencoder1\2457_IM-0989-1001.dcm.png,fake_reports_autoencoder1\2457_IM-0989-1001.dcm.txt,1
fake_autoencoder1\2457_IM-0989-2001.dcm.png,fake_reports_autoencoder1\2457_IM-0989-2001.dcm.txt,1
fake_autoencoder1\2458_IM-0990-1001.dcm.png,fake_reports_autoencoder1\2458_IM-0990-1001.dcm.txt,1
fake_autoencoder1\2458_IM-0990-2001.dcm.png,fake_reports_autoencoder1\2458_IM-0990-2001.dcm.txt,1
fake_autoencoder1\2459_IM-0991-1001.dcm.png,fake_reports_autoencoder1\2459_IM-0991-1001.dcm.txt,1
fake_autoencoder1\2459_IM-0991-1002.dcm.png,fake_reports_autoencoder1\2459_IM-0991-1002.dcm.txt,1
fake_autoencoder1\245_IM-0985-1001.dcm.png,fake_reports_autoencoder1\245_IM-0985-1001.dcm.txt,1
fake_autoencoder1\245_IM-0985-2001.dcm.png,fake_reports_autoencoder1\245_IM-0985-2001.dcm.txt,1
fake_autoencoder1\2460_IM-0993-1001.dcm.png,fake_reports_autoencoder1\2460_IM-0993-1001.dcm.txt,1
fake_autoencoder1\2460_IM-0993-2001.dcm.png,fake_reports_autoencoder1\2460_IM-0993-2001.dcm.txt,1
fake_autoencoder1\2461_IM-0994-0001-0001.dcm.png,fake_reports_autoencoder1\2461_IM-0994-0001-0001.dcm.txt,1
fake_autoencoder1\2461_IM-0994-0001-0002.dcm.png,fake_reports_autoencoder1\2461_IM-0994-0001-0002.dcm.txt,1
fake_autoencoder1\2462_IM-0995-1001.dcm.png,fake_reports_autoencoder1\2462_IM-0995-1001.dcm.txt,1
fake_autoencoder1\2462_IM-0995-3001.dcm.png,fake_reports_autoencoder1\2462_IM-0995-3001.dcm.txt,1
fake_autoencoder1\2463_IM-0996-1001.dcm.png,fake_reports_autoencoder1\2463_IM-0996-1001.dcm.txt,1
fake_autoencoder1\2463_IM-0996-2001.dcm.png,fake_reports_autoencoder1\2463_IM-0996-2001.dcm.txt,1
fake_autoencoder1\2464_IM-0997-1001.dcm.png,fake_reports_autoencoder1\2464_IM-0997-1001.dcm.txt,1
fake_autoencoder1\2464_IM-0997-2001.dcm.png,fake_reports_autoencoder1\2464_IM-0997-2001.dcm.txt,1
fake_autoencoder1\2465_IM-0997-1001.dcm.png,fake_reports_autoencoder1\2465_IM-0997-1001.dcm.txt,1
fake_autoencoder1\2465_IM-0997-2001.dcm.png,fake_reports_autoencoder1\2465_IM-0997-2001.dcm.txt,1
fake_autoencoder1\2466_IM-0997-1001.dcm.png,fake_reports_autoencoder1\2466_IM-0997-1001.dcm.txt,1
fake_autoencoder1\2466_IM-0997-1003.dcm.png,fake_reports_autoencoder1\2466_IM-0997-1003.dcm.txt,1
fake_autoencoder1\2467_IM-0997-1001.dcm.png,fake_reports_autoencoder1\2467_IM-0997-1001.dcm.txt,1
fake_autoencoder1\2467_IM-0997-2001.dcm.png,fake_reports_autoencoder1\2467_IM-0997-2001.dcm.txt,1
fake_autoencoder1\2468_IM-0998-1001.dcm.png,fake_reports_autoencoder1\2468_IM-0998-1001.dcm.txt,1
fake_autoencoder1\2468_IM-0998-2001.dcm.png,fake_reports_autoencoder1\2468_IM-0998-2001.dcm.txt,1
fake_autoencoder1\2469_IM-0999-1001.dcm.png,fake_reports_autoencoder1\2469_IM-0999-1001.dcm.txt,1
fake_autoencoder1\2469_IM-0999-3001.dcm.png,fake_reports_autoencoder1\2469_IM-0999-3001.dcm.txt,1
fake_autoencoder1\246_IM-0992-1002001.dcm.png,fake_reports_autoencoder1\246_IM-0992-1002001.dcm.txt,1
fake_autoencoder1\246_IM-0992-1003002.dcm.png,fake_reports_autoencoder1\246_IM-0992-1003002.dcm.txt,1
fake_autoencoder1\2470_IM-1001-1001.dcm.png,fake_reports_autoencoder1\2470_IM-1001-1001.dcm.txt,1
fake_autoencoder1\2470_IM-1001-2001.dcm.png,fake_reports_autoencoder1\2470_IM-1001-2001.dcm.txt,1
fake_autoencoder1\2470_IM-1001-3001.dcm.png,fake_reports_autoencoder1\2470_IM-1001-3001.dcm.txt,1
fake_autoencoder1\2471_IM-1002-1001.dcm.png,fake_reports_autoencoder1\2471_IM-1002-1001.dcm.txt,1
fake_autoencoder1\2471_IM-1002-1002.dcm.png,fake_reports_autoencoder1\2471_IM-1002-1002.dcm.txt,1
fake_autoencoder1\2472_IM-1002-2001.dcm.png,fake_reports_autoencoder1\2472_IM-1002-2001.dcm.txt,1
fake_autoencoder1\2473_IM-1003-1001.dcm.png,fake_reports_autoencoder1\2473_IM-1003-1001.dcm.txt,1
fake_autoencoder1\2473_IM-1003-2001.dcm.png,fake_reports_autoencoder1\2473_IM-1003-2001.dcm.txt,1
fake_autoencoder1\2474_IM-1003-1001.dcm.png,fake_reports_autoencoder1\2474_IM-1003-1001.dcm.txt,1
fake_autoencoder1\2475_IM-1004-1001.dcm.png,fake_reports_autoencoder1\2475_IM-1004-1001.dcm.txt,1
fake_autoencoder1\2475_IM-1004-2001.dcm.png,fake_reports_autoencoder1\2475_IM-1004-2001.dcm.txt,1
fake_autoencoder1\2476_IM-1005-1001.dcm.png,fake_reports_autoencoder1\2476_IM-1005-1001.dcm.txt,1
fake_autoencoder1\2476_IM-1005-2001.dcm.png,fake_reports_autoencoder1\2476_IM-1005-2001.dcm.txt,1
fake_autoencoder1\2477_IM-1006-1001.dcm.png,fake_reports_autoencoder1\2477_IM-1006-1001.dcm.txt,1
fake_autoencoder1\2477_IM-1006-1002.dcm.png,fake_reports_autoencoder1\2477_IM-1006-1002.dcm.txt,1
fake_autoencoder1\2478_IM-1007-1001.dcm.png,fake_reports_autoencoder1\2478_IM-1007-1001.dcm.txt,1
fake_autoencoder1\2478_IM-1007-2001.dcm.png,fake_reports_autoencoder1\2478_IM-1007-2001.dcm.txt,1
fake_autoencoder1\2479_IM-1007-2001.dcm.png,fake_reports_autoencoder1\2479_IM-1007-2001.dcm.txt,1
fake_autoencoder1\247_IM-1000-1001.dcm.png,fake_reports_autoencoder1\247_IM-1000-1001.dcm.txt,1
fake_autoencoder1\247_IM-1000-2001.dcm.png,fake_reports_autoencoder1\247_IM-1000-2001.dcm.txt,1
fake_autoencoder1\2480_IM-1009-1001.dcm.png,fake_reports_autoencoder1\2480_IM-1009-1001.dcm.txt,1
fake_autoencoder1\2480_IM-1009-2001.dcm.png,fake_reports_autoencoder1\2480_IM-1009-2001.dcm.txt,1
fake_autoencoder1\2481_IM-1010-12012.dcm.png,fake_reports_autoencoder1\2481_IM-1010-12012.dcm.txt,1
fake_autoencoder1\2482_IM-1011-0001-0001.dcm.png,fake_reports_autoencoder1\2482_IM-1011-0001-0001.dcm.txt,1
fake_autoencoder1\2482_IM-1011-0001-0002.dcm.png,fake_reports_autoencoder1\2482_IM-1011-0001-0002.dcm.txt,1
fake_autoencoder1\2483_IM-1012-1001.dcm.png,fake_reports_autoencoder1\2483_IM-1012-1001.dcm.txt,1
fake_autoencoder1\2483_IM-1012-2001.dcm.png,fake_reports_autoencoder1\2483_IM-1012-2001.dcm.txt,1
fake_autoencoder1\2484_IM-1012-1001.dcm.png,fake_reports_autoencoder1\2484_IM-1012-1001.dcm.txt,1
fake_autoencoder1\2484_IM-1012-2001.dcm.png,fake_reports_autoencoder1\2484_IM-1012-2001.dcm.txt,1
fake_autoencoder1\2485_IM-1013-1001.dcm.png,fake_reports_autoencoder1\2485_IM-1013-1001.dcm.txt,1
fake_autoencoder1\2485_IM-1013-2001.dcm.png,fake_reports_autoencoder1\2485_IM-1013-2001.dcm.txt,1
fake_autoencoder1\2486_IM-1014-1001.dcm.png,fake_reports_autoencoder1\2486_IM-1014-1001.dcm.txt,1
fake_autoencoder1\2486_IM-1014-2001.dcm.png,fake_reports_autoencoder1\2486_IM-1014-2001.dcm.txt,1
fake_autoencoder1\2487_IM-1014-1001.dcm.png,fake_reports_autoencoder1\2487_IM-1014-1001.dcm.txt,1
fake_autoencoder1\2487_IM-1014-2001.dcm.png,fake_reports_autoencoder1\2487_IM-1014-2001.dcm.txt,1
fake_autoencoder1\2488_IM-1015-1001.dcm.png,fake_reports_autoencoder1\2488_IM-1015-1001.dcm.txt,1
fake_autoencoder1\2489_IM-1016-1001.dcm.png,fake_reports_autoencoder1\2489_IM-1016-1001.dcm.txt,1
fake_autoencoder1\2489_IM-1016-2001.dcm.png,fake_reports_autoencoder1\2489_IM-1016-2001.dcm.txt,1
fake_autoencoder1\248_IM-1008-85149002.dcm.png,fake_reports_autoencoder1\248_IM-1008-85149002.dcm.txt,1
fake_autoencoder1\248_IM-1008-85149003.dcm.png,fake_reports_autoencoder1\248_IM-1008-85149003.dcm.txt,1
fake_autoencoder1\2490_IM-1017-1001.dcm.png,fake_reports_autoencoder1\2490_IM-1017-1001.dcm.txt,1
fake_autoencoder1\2490_IM-1017-2001.dcm.png,fake_reports_autoencoder1\2490_IM-1017-2001.dcm.txt,1
fake_autoencoder1\2491_IM-1017-1001.dcm.png,fake_reports_autoencoder1\2491_IM-1017-1001.dcm.txt,1
fake_autoencoder1\2491_IM-1017-2001.dcm.png,fake_reports_autoencoder1\2491_IM-1017-2001.dcm.txt,1
fake_autoencoder1\2492_IM-1018-1001.dcm.png,fake_reports_autoencoder1\2492_IM-1018-1001.dcm.txt,1
fake_autoencoder1\2492_IM-1018-2001.dcm.png,fake_reports_autoencoder1\2492_IM-1018-2001.dcm.txt,1
fake_autoencoder1\2493_IM-1019-4001.dcm.png,fake_reports_autoencoder1\2493_IM-1019-4001.dcm.txt,1
fake_autoencoder1\2493_IM-1019-8001.dcm.png,fake_reports_autoencoder1\2493_IM-1019-8001.dcm.txt,1
fake_autoencoder1\2494_IM-1020-1001.dcm.png,fake_reports_autoencoder1\2494_IM-1020-1001.dcm.txt,1
fake_autoencoder1\2494_IM-1020-2001.dcm.png,fake_reports_autoencoder1\2494_IM-1020-2001.dcm.txt,1
fake_autoencoder1\2495_IM-1021-1001.dcm.png,fake_reports_autoencoder1\2495_IM-1021-1001.dcm.txt,1
fake_autoencoder1\2495_IM-1021-2001.dcm.png,fake_reports_autoencoder1\2495_IM-1021-2001.dcm.txt,1
fake_autoencoder1\2496_IM-1022-2001.dcm.png,fake_reports_autoencoder1\2496_IM-1022-2001.dcm.txt,1
fake_autoencoder1\2497_IM-1022-1001.dcm.png,fake_reports_autoencoder1\2497_IM-1022-1001.dcm.txt,1
fake_autoencoder1\2497_IM-1022-3003.dcm.png,fake_reports_autoencoder1\2497_IM-1022-3003.dcm.txt,1
