image,label
C:\Users\pooji\Downloads\archive\images\images_normalized\2978_IM-1367-4001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\582_IM-2179-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2151_IM-0771-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2261_IM-0852-1001.dcm.png,0
D:\Fake_images\elastic\725_IM-2285-4001.dcm.png,1
D:\Fake_images\combo\3756_IM-1880-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2570_IM-1073-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\919_IM-2421-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\251_IM-1032-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6891.png,1
D:\Fake_images\contrast\668_IM-2242-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3925_IM-1999-1002001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\67_IM-2243-8001.dcm.png,1
D:\Fake_images\gamma\529_IM-2137-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6867.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\932_IM-2430-4004.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1972_IM-0633-1002.dcm.png,0
D:\Fake_images\elastic\2824_IM-1245-13001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\871_IM-2391-1001.dcm.png,0
D:\Fake_images\elastic\1633_IM-0414-3001.dcm.png,1
D:\Fake_images\noise\78_IM-2322-1001.dcm.png,1
D:\Fake_images\resize\405_IM-2053-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1494_IM-0319-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5986.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3957_IM-2022-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1937_IM-0607-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1867.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3646_IM-1808-0001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3251_IM-1541-2001.dcm.png,1
D:\Fake_images\elastic\219_IM-0799-2001.dcm.png,1
D:\Fake_images\resize\3201_IM-1513-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1517.png,1
D:\Fake_images\sharp\2096_IM-0726-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1752_IM-0494-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\525_IM-2136-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3549_IM-1739-1001-0001.dcm.png,1
D:\Fake_images\resize\2329_IM-0898-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2631_IM-1118-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2998_IM-1382-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2081.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6521.png,1
D:\Fake_images\gamma\2790_IM-1224-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4542.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\734_IM-2293-0001-0002.dcm.png,1
D:\Fake_images\resize\3404_IM-1647-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1119_IM-0080-1001.dcm.png,0
D:\Fake_images\blur\3037_IM-1410-1001.dcm.png,1
D:\Fake_images\blur\1921_IM-0598-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3596_IM-1774-2001.dcm.png,0
D:\Fake_images\gamma\2012_IM-0662-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1529_IM-0342-0001-0001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5232.png,1
D:\Fake_images\resize\505_IM-2123-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3169.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\832_IM-2359-1001.dcm.png,0
D:\Fake_images\jpeg\2165_IM-0781-0001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1730_IM-0481-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\389_IM-1973-1001.dcm.png,1
D:\Fake_images\noise\3873_IM-1965-3001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4869.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1546_IM-0356-4001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3125_IM-1469-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1957_IM-0624-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1372_IM-0239-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1094_IM-0065-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\58_IM-2177-2001.dcm.png,0
D:\Fake_images\jpeg\1752_IM-0494-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\194_IM-0609-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\107_IM-0049-1001.dcm.png,0
D:\Fake_images\elastic\2426_IM-0968-2001.dcm.png,1
D:\Fake_images\elastic\3082_IM-1441-2001.dcm.png,1
D:\Fake_images\gamma\2379_IM-0939-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3144_IM-1478-2001.dcm.png,0
D:\Fake_images\noise\347_IM-1686-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_444.png,1
D:\Fake_images\elastic\3377_IM-1626-1002001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\118_IM-0123-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_399.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1770_IM-0504-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6267.png,1
D:\Fake_images\blur\695_IM-2261-1001.dcm.png,1
D:\Fake_images\elastic\2337_IM-0904-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2735_IM-1189-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\636_IM-2215-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6845.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1195_IM-0131-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3539_IM-1731-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2934_IM-1337-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6849.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\550_IM-2154-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1576_IM-0375-1001.dcm.png,1
D:\Fake_images\sharp\1057_IM-0041-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3298_IM-1575-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6313.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2385_IM-0942-1002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1416_IM-0265-1001.dcm.png,1
D:\Fake_images\resize\80_IM-2333-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6111.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5997.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2662.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3806_IM-1916-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1702_IM-0463-1001.dcm.png,1
D:\Fake_images\gamma\2820_IM-1244-1001.dcm.png,1
D:\Fake_images\jpeg\3858_IM-1953-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2397_IM-0946-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2977_IM-1366-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1536_IM-0347-0001-0002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1661.png,1
D:\Fake_images\jpeg\3897_IM-1978-1001.dcm.png,1
D:\Fake_images\blur\2045_IM-0687-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2073_IM-0707-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1335.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\926_IM-2425-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\351_IM-1712-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1351_IM-0228-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1406_IM-0259-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1208_IM-0141-3001.dcm.png,0
D:\Fake_images\sharp\1690_IM-0452-1001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1346_IM-0224-4001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2065_IM-0701-1001.dcm.png,1
D:\Fake_images\resize\3184_IM-1503-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1350_IM-0227-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1591_IM-0384-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1050_IM-0038-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2921_IM-1324-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2922_IM-1325-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2024.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1525_IM-0340-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2519_IM-1037-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1947_IM-0616-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4982.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6985.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2947.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\584_IM-2181-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3731_IM-1865-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2505_IM-1029-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3216_IM-1520-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2415_IM-0961-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1512_IM-0332-3003.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1625_IM-0406-1003.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5155.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\856_IM-2377-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\795_IM-2331-1002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2887_IM-1289-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2092_IM-0723-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\892_IM-2403-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1160_IM-0107-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\32_IM-1511-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4948.png,1
D:\Fake_images\noise\3962_IM-2027-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3075_IM-1436-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2460_IM-0993-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2530.png,1
D:\Fake_images\noise\2121_IM-0747-2001.dcm.png,1
D:\Fake_images\elastic\2867_IM-1274-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1975_IM-0634-1001.dcm.png,1
D:\Fake_images\gamma\145_IM-0290-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_276.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1704_IM-0464-2001.dcm.png,1
D:\Fake_images\resize\3521_IM-1719-4001.dcm.png,1
D:\Fake_images\blur\933_IM-2431-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2266_IM-0855-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6685.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1093.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6777.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1893_IM-0580-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1085_IM-0059-2001.dcm.png,1
D:\Fake_images\combo\9_IM-2407-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6742.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\50_IM-2118-1001.dcm.png,1
D:\Fake_images\resize\2558_IM-1062-10001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2597.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1868.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\452_IM-2083-3003.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1010.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1307_IM-0200-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2044_IM-0687-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\201_IM-0660-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\635_IM-2215-1001.dcm.png,1
D:\Fake_images\blur\452_IM-2083-3003.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3322_IM-1588-1002.dcm.png,1
D:\Fake_images\resize\3532_IM-1726-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2006.png,1
D:\Desktop\gan_fake_dataset\gan_fake_294.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\380_IM-1911-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3947_IM-2016-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\808_IM-2341-2001.dcm.png,0
D:\Fake_images\jpeg\939_IM-2435-2001.dcm.png,1
D:\Fake_images\resize\1739_IM-0487-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1814_IM-0527-1001.dcm.png,0
D:\Fake_images\gamma\3218_IM-1520-4001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_793.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1972_IM-0633-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4201.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\903_IM-2409-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1345_IM-0223-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2096_IM-0726-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\163_IM-0410-2002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_148.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1935_IM-0605-0001-0002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\813_IM-2344-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1161.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5149.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1898_IM-0581-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6471.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5365.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1541_IM-0352-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1818_IM-0530-4004.dcm.png,0
D:\Fake_images\resize\410_IM-2056-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1382_IM-0245-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3658_IM-1819-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6755.png,1
D:\Fake_images\noise\73_IM-2289-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3678_IM-1831-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2572_IM-1073-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3094_IM-1447-3001.dcm.png,1
D:\Fake_images\jpeg\2910_IM-1314-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3003_IM-1388-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3530_IM-1726-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1792_IM-0515-2001.dcm.png,1
D:\Fake_images\jpeg\1257_IM-0174-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\402_IM-2051-1001.dcm.png,1
D:\Fake_images\resize\1311_IM-0203-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5302.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1296_IM-0195-1001-0002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\89_IM-2402-1001.dcm.png,0
D:\Fake_images\noise\3387_IM-1633-2001.dcm.png,1
D:\Fake_images\contrast\1220_IM-0148-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\91_IM-2415-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\553_IM-2155-4001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2066_IM-0701-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3698_IM-1846-1001.dcm.png,1
D:\Fake_images\noise\927_IM-2425-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\129_IM-0189-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3258_IM-1544-2001.dcm.png,1
D:\Fake_images\gamma\3616_IM-1789-3003.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3730_IM-1864-1001.dcm.png,1
D:\Fake_images\combo\1754_IM-0494-1001.dcm.png,1
D:\Fake_images\resize\1468_IM-0303-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4021.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2074_IM-0708-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_713.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5570.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3854_IM-1950-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2248_IM-0844-1002.dcm.png,0
D:\Fake_images\resize\680_IM-2251-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2226_IM-0830-12001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3035.png,1
D:\Fake_images\elastic\2427_IM-0969-5001.dcm.png,1
D:\Fake_images\noise\1466_IM-0302-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1889_IM-0577-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1346_IM-0224-8001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1270_IM-0181-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\921_IM-2423-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2863_IM-1271-2001.dcm.png,1
D:\Fake_images\contrast\449_IM-2080-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1599_IM-0389-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1666_IM-0440-0001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3559_IM-1744-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3661_IM-1821-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\273_IM-1188-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3379_IM-1627-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1834.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\2080_IM-0712-3003.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4053.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3495.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2933_IM-1336-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3427_IM-1657-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1681_IM-0448-1002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1253_IM-0171-0001-0002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2219.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1574_IM-0374-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1320_IM-0207-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1145_IM-0097-2002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3871_IM-1964-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2070.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3806_IM-1916-4001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1332_IM-0213-1001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\391_IM-1986-1001.dcm.png,1
D:\Fake_images\noise\493_IM-2113-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\357_IM-1753-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\294_IM-1340-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2347_IM-0912-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\78_IM-2322-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1848_IM-0550-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3534_IM-1727-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3355.png,1
D:\Fake_images\combo\141_IM-0260-1001.dcm.png,1
D:\Fake_images\jpeg\2621_IM-1109-2001.dcm.png,1
D:\Fake_images\elastic\181_IM-0524-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2097.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4193.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2555_IM-1060-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3763_IM-1883-2001.dcm.png,0
D:\Fake_images\combo\531_IM-2140-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\959_IM-2449-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1108.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\239_IM-0944-1002.dcm.png,1
D:\Fake_images\combo\734_IM-2293-0001-0001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1351_IM-0228-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1041.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1780_IM-0509-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6202.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4702.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3254_IM-1543-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_619.png,1
D:\Fake_images\contrast\3460_IM-1681-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_784.png,1
D:\Fake_images\jpeg\3266_IM-1551-1001.dcm.png,1
D:\Fake_images\blur\3520_IM-1718-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1926_IM-0600-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2303_IM-0882-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1909_IM-0590-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4576.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2612_IM-1103-1001.dcm.png,1
D:\Fake_images\jpeg\2947_IM-1347-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3390_IM-1636-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1350_IM-0227-1001.dcm.png,1
D:\Fake_images\jpeg\1831_IM-0538-3001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3571_IM-1754-3001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2447_IM-0983-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5439.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3579_IM-1759-1001.dcm.png,0
D:\Fake_images\sharp\2574_IM-1074-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3109.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3955_IM-2021-1003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_225.png,1
D:\Fake_images\resize\1184_IM-0124-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\912_IM-2417-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1263_IM-0179-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3117_IM-1465-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_898.png,1
D:\Desktop\gan_fake_dataset\gan_fake_783.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1994_IM-0651-2001.dcm.png,1
D:\Fake_images\combo\1316_IM-0205-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\315_IM-1481-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1968.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1731.png,1
D:\Desktop\gan_fake_dataset\gan_fake_780.png,1
